ແຝງ,hug,feng,v
ແຝງ,intertwine,feng,v
ເຝື່ອງ,section,feung,n
ເຝື່ອງ,part,feung,n
ເຝື່ອງ,slice,feung,n
ຝາຍ,dam,fay,n
ຝ່າຍ,political part,fay,n
ຝ່າຍ,part,fay,n
ຝ່າຍຄ້ານ,the opposition,fay khan,n
ຝ່າຍສົງ,the ecclesiastical,fay song,n
ຝ່າຍສົງ,religious side,fay song,n
ຝ່າຍທັມ,the spiritual side,fay tham,n
ຝ່າຍໃນ,the inside group,fay nay,n
ຝ່າຍນອກ,the out group,fay nok,n
ຝ່າຍນຶ່ງ,one side,fay neung,n
ຝ່າຍໂລກ,the worldly,fay lok,n
ຝ່າຍໂລກ,temporal side,fay lok,n
ຝ່າຍຫນ້າ,the front side,fay na,n
ຝ້າຍ,cotton,fay,
ຝ້າຍສຳລີ,absorbent cotton,fay som li,n
ຝ້າຍອີ້ວ,raw cotton with the seeds removed,fay oiv,n
ຝ້າຍຈັນ,cotton tree used for textiles,fay chan,n
ຝ້າຍປ່າ,shrub,fay pha,n
ຝ້າຍເຮືອ,annual cotton,fay heu,n
ຝອຍ,sawdust,foy,n
ຝອຍທອງ,sweet egg-serpentine,foy thong,n
ຝອຍລົມ,type of herb,foy lom,n
ຝັດ,winnow,fat,v
ຝັດເຂົ້າ,winnow rice,fat khao,v
ຝາດ,astringent taste,fat,n
ຝາດເຂົ້າ,thresh paddy,fat khao,v
ຝືດ,not working,feut,adj
ຝືດ,braked,feut,adj
ຝືດ,disturbed,feut,adj
ຝືດເຄືອງ,in difficulty,feut kheung,adj
ແຝດ,love potion,faet,n
ແຝດ,twin,faet,n
ຝົດ,bud,fot,n
ຝົດ,effervescence,fot,n
ຝົດເຫື່ອ,pimple,fot heu,n
ຝົດເຫື່ອ,spot,fot heu,n
ຝົດເຫື່ອ,acne,fot heu,n
ຝອດ,road,fot,n
ຝອດ,path,fot,n
ຝອດ,trace,fot,n
ຝອດ,mark,fot,n
ເຝືອດ,astringent in taste,feut,adj
ຝັນ,dream,fan,v
ຝັນເຫັນ,dream about,fan hen,v
ຝັນຮ້າຍ,bad dream,fan hay,n
ຝັນຮ້າຍ,nightmare,fan hay,n
ຝັ້ນ,twist,fan,v
ຝັ້ນ,braid,fan,v
ຝັ້ນເຂົ້າ,twist,fan khao,v
ຝັ້ນເຊືອກ,braid a rope,fan seuk,v
ຝັ້ນທຽນ,roll a candle,fan seuk thian,v
ຝານ,cut in thin slices,fan,v
ຝິ່ນ,opium,fin,n
ຝິ່ນສຸກ,cooked opium,fin suk,n
ຝິ່ນດິບ,raw opium,fin dip,n
ຝິ່ນເຖື່ອນ,illicit opium,fin theun,n
ຝຶນ,disobey,feun,v
ຝຶນ,act contrarily,feun,v
ຝຶນໃຈ,act in spite of oneself,feun chay,v
ຝຶນໃຈ,be constrained,feun chay,v
ຝຶນທ້ອງ,manipulate a fetus to turn its head,feun thong,v
ຝຶນທັມມະດາ,act contrary to the usual or normal,feun tham ma da,v
ຝຶ່ນ,small bumps on the skin,feun,n
ຝຸ່ນ,power,fun,n
ຝຸ່ນ,dust,fun,n
ຝຸ່ນຈັບ,covered with dust,fun chip,adj
ຝຸ່ນຖ່ານຫິນ,cider,fun than hin,n
ຝຸ່ນຖ່ານຫິນ,ash,fun than hin,n
ຝຸ່ນຖ່ານຫິນ,clinker,fun than hin,n
ຝຸ່ນຫນາ,thick dust,fun na,n
ຝົນ,rain,fon,n
ຝົນຕົກ,rain,fon tok,v
ຝົນຕົກສອງຫ່າ,it rains In two showers,fon tok song ha,n
ຝົນຕົກບໍ່ເອື້ອນ,it rains without stopping,fon tok bor eun,n
ຝົນຕົກລິນ,torrential rain,fon tok lin,n
ຝົນມີດ,sharpen a knife,fon meut,v
ຝົນເອື້ອນ,it stops raining,fon eun,n
ຝົນສັ່ງຟ້າ,the last rain of the rainy season,fon sang fa,n
ຝົນຕົກຫນັກ,it is pouring,fon tok nak,v
ຝົນຕົກຫນັກ,it is raining hard,fon tok nak,v
ຝົນຕົກແຮງ,rain hard,fon tok heng,v
ຝົນຕົກແຮງ,heavy rain,fon tok heng,v
ຝົນຝອຍ,fine,fon foy,n
ຝົນຝອຍ,misty rain,fon foy,n
ຝົນຟ້າອາກາດ,weather,fon pha a kat,n
ຝົນແລ້ງ,drought,fon leng,n
ຝືນໂອວາດ,go against,feun o vat,v
ຝອຍ,sawdust,foy,n
ຝຶກ,practice,ferk,v
ຝຶກ,exercise,ferk,v
ເຝິກ,practice,ferk,v
ເຝິກ,exercise,ferk,v
ເຝິກແອບ,drill,ferk ap,v
ເຝິກແອບ,practice,ferk ap,v
ເຝິກຫັດ,practice,ferk hat,v
ເຝື້ອງ,half,feung,n
ເຝື້ອງ,part,feung,n
ເຝືອນ,whirlpool,feun,n
ເຝື່ອນ,bitter-tasting,feun,adj
ຝ່າວ,talking incoherently because of fatigue,fao,adj
ຝິ່ວ,leaky,fiv,adj
ຝຽນ,round,fian,n
ຝລັ່ງ,French,frang,adj
ຝລັ່ງເສດ,France,frang set,geog
LaoWord,English,Pronunciation,Type
ພ,ph,pho,n
ພ,the eighteenth consonant of the Lao alphabet,pho,n
ພະ,Buddha,pha,v
ພະ,monk,pha,v
ພຣະ,meanings,pha ra,prefix:
ພຣະ,god,pha ra,prefix:
ພຣະ,divine,pha ra,prefix:
ພະກະຈາຍ,the Chinese god of happiness,pha ka chay,n
ພະກະຣຸນາ,kindness,pha ka ru na,n
ພະກະຣຸນາ,graciousness,pha ka ru na,n
ພະກາ,the pond heron,pha ka,n
ພະກຸມານ,young prince,pha ku man,n
ພະກຽດ,royal rank,pha kiat,n
ພະກັນ,ear,pha kan,n
ພະເກດ,Buddha’s head,pha kaet,n
ພະແກ້ວ,Emerald Buddha,pha keo,n
ພະຂີນາສົບ,Buudh,pha khi na sop,n
ພະແຂ,moon,pha khae,n
ພະຂັນ,sword,pha khan,n
ພະແຂ້ວແກ້ວ,the tooth of Buddha,pha kheo keo,n
ພະຄະ,good luck,pha kha,n
ພະຄະ,good fortune,pha kha,n
ພະຄະວະດີ,honorific term of respect for women,pha kha va di,n
ພະຄະວາ,a title for the Buddha,pha kha va,n
ພະຄິນີ,younger sister,pha khi ni,n
ພະເຄາະ,planet,pha khor,n
ພະໂຄ,Gautama,pha kho,n
ພະຄຳພີ,scriptures,pha kham phi,n
ພະຄາງ,tree having medicinal bark used for animals,pha khang,n
ພະຄິດ,Christ,pha khit,n
ພະຄັນທະລາ,hemorrhoids,pha khan tha la,n
ພະຄັນທະລາ,a fistula in the anus,pha khan tha la,n
ພະຄິນນ້ອງ,sweetheart,pha khin nong,n
ພະຄຸນ,bounty,pha khun,n
ພະຄຸນ,beneficence,pha khun,n
ພະຄຸນ,grace,pha khun,n
ພະຄຸນເຈົ້າ,second person,pha khun chao,n
ພະຄຸນເຈົ້າ,used for a highly respected person,pha khun chao,n
ພະແຄ້ວພະຄົງ,lucky charm,pha khua pha khong,n
ພະແຄ້ວພະຄົງ,fetish,pha khua pha khong,n
ພະງາ,beautiful,pha nga,adj
ພະເຈດີ,stupa,pha chae di,n
ພະເຈດີ,that,pha chae di,n
ພະຈັນ,the moon,pha chan,n
ພະຈັນຂ້າງຂຶ້ນ,waxing moon,pha chan khang kheun,n
ພະຈັນຂ້າງແຮມ,waning moon,pha chan khang haem,n
ພະຈັນເຕັມດວງ,full moon,pha chan thaem duang,n
ພະຈັນວັນງພັນ,full moon,pha chan van phaen,n
ພະເຈົ້າ,Buddha,pha chao,n
ພະເຈົ້າ,god,pha chao,n
ພະເຈົ້າສອງອົງ,two Buddha statues,pha chao song ong,adj
ພະເຈົ້າແຜ່ນດິນ,king,pha chao phen din,n
ພະເຈົ້າອົງຫນຶ່ງ,a Buddha statue,pha chao ong eung,adj
ພະເຈົ້າມະຫາຊີວິດ,king,pha chao ma ha si vit,n
ພະເຈົ້າຢູ່ຫົວ,His Majesty,pha chao yu hua,n
ພະເຈົ້າຢູ່ຫົວ,the King,pha chao yu hua,n
ພະເຈົ້າເຫນືອຫົວ,His majesty,pha chao meu hua,n
ພະຈິດ,holy spirit,pha chit,n
ພະສມຸດ,Neptune,pha sa mut,n
ພະສມຸດ,the sea god,pha sa mut,n
ພະສະຣີຣະ,body,pha sa ri ra,n
ພະສີມະຫາໂພທິ,banyan,pha si ma ha pho thi,n
ພະສີມະຫາໂພທິ,bo tree,pha si ma ha pho thi,n
ພະສີອານ,the last great prophet,pha si an,n
ພະສຸ,name of a group of gods,pha su,n
ພະສຸສົງການ,perihelion,pha su song kan,n
ພະສຸສົງການ,aphelion,pha su song kan,n
ພະສຸທາ,the earth,pha su tha,n
ພະສຸທາດົນ,surface of the earth,pha su tha don,n
ພະສັງຄະຣາດ,Buddh,pha sang kha rat,n
ພະສັງຄະຣາດ,national Buddhist patriarch,pha sang kha rat,n
ພະສາດ,palace,pha sat,n
ພະສາດສະດາ,Buddha,pha sat sa da,n
ພະສອງຕົນ,two monks,pha song ton,n
ພະສົງ,Buudh,pha song,n
ພະສົງ,monk,pha song,n
ພະສຽນ,king’s head,pha sian,n
ພະສິດທາ,hermit,pha sit tha,n
ພະສິດທາ,saint,pha sit tha,n
ພະສຸນທະຣາ,the earth,pha sun tha ra,n
ພະສັເພັນຍູເຈົ້າ,the omniscient,pha sap phan yu chao,n
ພະສັເພັນຍູເຈົ້າ,Buddha,pha sap phan yu chao,n
ພະສຸມດີ,earth,pha sum di,n
ພະສຸມດີ,country,pha sum di,n
ພະສຸມດີ,kingdom,pha sum di,n
ພະຊະນົກ,father,pha sa nok,n
ພະຊາຍາ,wife of a king,pha sa ya,n
ພະຊອນມາຍຸ,age,pha son ma yu,n
ພະຍະ,gaping,pha ya,n
ພະຍະ,hairy,pha ya,n
ພະຍັນຊະນະ,consonant,pha yan sa na,n
ພະຍັນຊະນະຄວບ,combine consonant,pha yan sa na khuap,adj
ພະຍັນຊະນະຄວບ,cluster consonant,pha yan sa na khuap,adj
ພະຍັນຊະນະປະສົມ,diagram consonant,pha yan sa na pha som,adv
ພະຍາ,lord,pha ya,n
ພະຍາ,prince,pha ya,n
ພະຍາ,seignior,pha ya,n
ພະຍາກອນ,prophecy,pha ya kon,n
ພະຍາກອນ,prediction,pha ya kon,n
ພະຍາກອນ,forecast,pha ya kon,n
ພະກອນອາກາດ,weather forecast,pha ya kon a kat,n
ພະຍາຄຸດ,the mythical bird,pha ya khut,n
ພະຍາຄຸດ,garuda,pha ya khut,n
ພະຍາຍາມ,endeavour,pha ya yam,v
ພະຍາຍາມຄິດປອງຮ້າຍ,make a criminal attempt,pha ya yam khit phong hay,v
ພະຍາແຖນ,heavenly,pha ya thaen,n
ພະຍາແຖນ,deities,pha ya thaen,n
ພະຍາແຖນ,initial consonant,pha ya thaen,n
ພະຍາທອນ,legendary wise man,pha ya thon,n
ພະຍາທັມ,Dharma personified,pha ya tham,n
ພະຍາທັມ,Fate,pha ya tham,n
ພະຍານາກ,the Naga king,pha ya nak,n
ພະຍານາກ,king of dragons,pha ya nak,n
ພະຍາບາດ,malevolent,pha ya bat,n
ພະຍາບານ,disease treating,pha ya ban,n
ພະຍາມັດຈຸຣາດ,King of death,pha ya mat chu rat,n
ພະຍາອິນ,Indra,pha ya in,n
ພະຍາຮາຍ,parasitic bush,pha ya hay,n
ພະຍຸ,epidemic,pha yu,n
ພະຍຸຝົນ,rain storm,pha yu phon,n
ພະຍຸທິມະ,snow storm,pha yu thi ma,n
ພະຍຸຫະ,formation of troops,pha yu ha,n
ພະຍຸຫະເສນາ,companies or regiments of soldiers,pha yu ha sae na,n
ພະຍຸຫະໂຍທາ,formation of troops,pha ya yo tha,n
ພະຍຸຫະຍາດຕາ,march in formation,pha yu ha yat ta,v
ພະຍຸຫະບາດ,military formation,pha yu ha bat,n
ພະເຍຊູ,Jesus,pha yae su,n
ພະເຍັຽ,flower,pha yia,n
ພະເຍັຽ,garland,pha yia,n
ພະຍັກ,tiger,pha yak,n
ພະຍາງ,syllable,pha yang,n
ພະຍາງດຽວ,monosyllable,pha yang diav,n
ພະຍຸງ,support,pha yung,v
ພະຍຸງ,sustain,pha yung,v
ພະຍຸງ,prop,pha yung,v
ພະຍາດ,disease,pha yat,n
ພະຍາດໄຂ້ໄສ້,typhoid fever,pha yat khai sai,n
ພະຍາດໄຂ້ປ່າ,malaria,pha yat khai pha,n
ພະຍາດຄຶດຮອດບ້ານ,nostalgia,pha yat kheut hot ban,n
ພະຍາດຄຶດຮອດບ້ານ,homesickness,pha yat kheut hot ban,n
ພະຍາດດູກອ່ອນ,rickets,pha yat dok on,n
ພະຍາດດູກອ່ອນ,rachitis,pha yat dok on,n
ພະຍາດຕາຍເຟື້ອງ,paralysis,pha yat tai pherng,n
ພະຍາດຕົວກົມ,hookworm,pha yat tua kom,n
ພະຍາດຕົວແປ,tapeworm,pha yat tua phae,n
ພະຍາດປາກຂໍ,hookworm,pha yat phak khor,n
ພະຍາດປັດຈຸບັນ,epidemic,pha yat phat chu ban,n
ພະຍາດປອດ,tuberculosis,pha yat phot,n
ພະຍາດປອດແຫ້ງ,tuberculosis osis,pha yat phot heng,n
ພະຍາດປວດຂໍ້,arthritis,pha yat phuat khor,n
ພະຍາດປວດຂໍ້,synovitis,pha yat phuat khor,n
ພະຍາດປວດຕາມຄໍ,rheumatism,pha yat phuat tam khor,n
ພະຍາດຜົມຫລົ່ມ,alopecia,pha yat phom lom,n
ພະຍາດຜົມຫລົ່ມ,baldness,pha yat phom lom,n
ພະຍາດຜົມຫລົ່ມ,dandruff,pha yat phom lom,n
ພະຍາດວິທະຍາ,pathology,pha yat vi tha ya,n
ພະຍາດຫົວໃຈ,heart disease,pha yat hua chay,n
ພະຍາດຫມາກສຸກ,smallpox,pha yat mak suk,n
ພະຍົດ,fussy,pha yot,adj
ພະຍົດ,capricious,pha yot,adj
ພະຍອດ,summit,pha yot,n
ພະຍອດຄຸນ,king,pha yot khun,n
ພະຍອດ້າຍ,king,pha yot say,n
ພະຍອດທັມ,holy,pha yot tham,adj
ພະຍອດທັມ,most virtuous,pha yot tham,adj
ພະຍອດເມືອງ,king,pha yot meung,n
ພະຍັຊະນະ,consonant,pha yan sa na,n
ພະຍັນຊະນະສັງໂຍກ,final consonant,pha yan sa na sang yok,n
ພະຍັນຊະນະຕົ້ນ,initial consonant,pha yan sa na ton,n
ພະຍັນຕະຣາຍ,catastrophe,pha ya ta ray,n
ພະຍັນຕະຣາຍ,danger,pha ya ta ray,n
ພະຍັນຕະຣາຍ,peril,pha ya ta ray,n
ພະຍານ,witness,pha yan,n
ພະຍານເທັດ,false witness,pha yan that,n
ພະຍານວັດຖຸ,proof,pha yan vat thu,n
ພະຍານວັດຖຸ,evidence,pha yan vat thu,n
ພະຍານຫລັກຖານ,evidence,pha yan lak than,n
ພະຍານເອກກະສານ,documentary evidence,pha yan ek ka san,n
ພະຍານຮູ້ບຫັນກັບຕາ,eyewitness,pha yan hu hen kap ta,n
ພະຍັບ,darken,pha yap,v
ພະຍັບແດດ,haze,pha yap daet,n
ພະຍັບແດດ,mirage,pha yap daet,n
ພະຍັບຝົນ,rainy weather,pha yap phon,n
ພະຍັບຝົນ,cloudy sky,pha yap phon,n
ພະໂຍມ,air,pha yom,n
ພະໂຍມ,heaven,pha yom,n
ພະໂຍມຍານ,sky,pha yom yan,n
ພະຍອມໃຫຍ່,tree with odorous leaves used medicinally,pha yom hay,n
ພະຍອມນ້ອຍ,bush with odorous leaves used medicinally,pha yom noy,n
ພະເດດ,power,pha daet,n
ພະເດດ,royal power,pha daet,n
ພະເດດພະຄຸນ,second person,pha daet pha khun,pron
ພະເດດພະຄຸນ,used for high ranking government officials,pha daet pha khun,pron
ພະຕາເຖົ້າ,venerable old monk,pha ta thao,adj
ພະຕົນຫນຶ່ງ,a monk,pha ton neung,n
ພະເຖຣະ,Venerable,pha tae ra,n
ພະທິດາ,royal daughter,pha ti da,n
ພະທີ່ນັ່ງ,throne,pha thi nang,n
ພະທີ່ນັ່ງ,palace,pha thi nang,n
ພະທີ່ນັ່ງບັນລັງ,throne,pha thi nang ban lang,n
ພະທູ,girl,pha thu,n
ພະທູ,young woman,pha thu,n
ພະທູ,woman,pha thu,n
ພະເທວະທັດ,Devedatta,pha thae va that,n
ພະທາດ,Buddha,pha that,n
ພະທາຕຸ,Buddha,pha that,n
ພະທາດຫລວງ,That Luang (national stupa),pha that luang,n
ພະທັມ,dharma,pha tham,n
ພະທັມ,morality,pha tham,n
ພະທັມ,teaching of Buddha,pha tham,n
ພະໄທ,feelings,pha thay,n
ພະໄທ,heart,pha thay,n
ພະນະ,forest,pha na,n
ພະນະ,jungle,pha na,n
ພະນະຂັນ,limits,pha na khun,n
ພະນະໂຄຈອນ,hunter,pha na kho chon,n
ພະນະໂຄຈອນ,forester,pha na kho chon,n
ພະນະຄອນ,capital city,pha na khon,n
ພະນະຄອນ,royal city,pha na khon,n
ພະນະສົນ,edge of a forest,pha na son,n
ພະນະວາສີ,hermit,pha va va si,n
ພະນະວາສີ,forest dweller,pha va va si,n
ພະນະທ່ານ,Excellency,pha va than,n
ພະນາ,forest,pha na,n
ພະນາສົນ,hermitage,pha na son,n
ພະນາສົນ,dense forest,pha na son,n
ພະນາຣາມ,pleasant,pha na ram,n
ພະນາຣາມ,woods,pha na ram,n
ພະນາລີ,edge of a forest,pha na li,n
ພະນາໄລ,forest dwelling,pha na lay,n
ພະນາວາ,forest,pha na va,n
ພະນາວາ,woods,pha na va,n
ພະນັກ,railing,pha nak,n
ພະນັກ,guard rail,pha nak,n
ພະນັກຂັ້ນໄດ,stair railing,pha nak khan dai,n
ພະນັກແຂນ,arm-rest,pha nak khaen,n
ພະນັກງານ,duty,pha nak ngan,n
ພະນັກງານ,balustrade,pha nak ngan,n
ພະນັກງານພາ,civil official,pha nak ngan pha,n
ພະນັກງານພາ,employee,pha nak ngan pha,n
ພະນັກງານປະຈຳ,permanent employee,pha nak ngan pha cham,n
ພະນັກອີງ,chair back,pha nak ing,n
ພະນັກອີງ,backrest,pha nak ing,n
ພະນັກເຮືອນ,house railing,pha nak heun,n
ພະນັກອີງ,chair back,pha nak ing,n
ພະນັກອີງ,backrest,pha nak ing,n
ພະນັກເຮືອນ,house railing,pha nak heun,n
ພາສີອາກອນ,customs officers,pha si a kon,n
ພະນັນ,gamble,pha nan,v
ພະນັນ,bet,pha nan,v
ພະນັນ,stake,pha nan,v
ພະນັນດອນ,the middle of the forest,pha nan don,n
ພະນາງ,mountain,pha nang,n
ພະນາງ,align,pha nang,n
ພະນາງ,royal princess,pha nang,n
ພະນາງ,miss,pha nang,n
ພະນາງ,princess,pha nang,n
ພະນາງເຈົ້າ,Her Majesty,pha nang chao,n
ພະນາງເຈົ້າ,Her Royal Highness,pha nang chao,n
ພະແນງ,thick meat curry,pha neng,n
ພະນຽງ,dial of the clock,pha niang,n
ພະນັດ,forest,pha nat,n
ພະນາດ,busy in installments,pha nat,v
ພະນິດາ,well loved,pha ni da,n
ພະນິດ,asked for,pha nit,adj
ພະນິດ,solicited,pha nit,adj
ພະນິດ,lovable,pha nit,adj
ພະນາມ,name,pha nam,n
ພະນາມ,royal name,pha nam,n
ພະເນຈອນ,nomand,pha nae chon,n
ພະເນຈອນ,errant,pha nae chon,n
ພະເນຜ້າຍ,go into the forest,pha nae phay,v
ພະນໍ,please,pha nor,v
ພະນໍ,cherish,pha nor,v
ພະແນກ,division,pha naek,n
ພະແນກ,section,pha naek,n
ພະແນກການ,office,pha naek kan,n
ພະແນກຍາມ,guard division,pha naek yam,n
ພະແນກພະນັກງານ,personnel bureau,pha naek pha nak ngan,adj
ພະນົມ,mountain,pha nom,n
ພະນົມດອກໄມ້,mountain of flowers,pha nom dok mai,n
ພະນົມເປັນ,Pnompenh,pha nom phen,n
ພະນົມເປັນ,capital of Cambodge,pha nom phen,n
ພະນອມ,mountain,pha nom,n
ພະບາງ,Buddha Image was offered to the King Fa Ngum in 1359 by his father In law,pha bang,n
ພະບາດ,Buddha’s footprint,pha bat,n
ພະບາດສົມງດັດ,His Majesty the King,pha bat som dat,n
ພະບິດາ,royal father,pha bi da,n
ພະບໍລົມມະຫາຣາດ,Buddhistic studies,pha bor lom ma ha rat,adj
ພະບໍຣົມສາຣີຣິກະທາດ,Holy remains of Buddha,pha bor rom sa ri ri ka that,n
ພະບໍຣົມນາມາພິໄທ,royal signature,pha bor rom na ma phi thay,n
ພະບໍຣົມມະເດຊານຸພາບ,royal power,pha bor rom ma dae san u phap,n
ພະບໍຣົມມະທາດ,Ashes of Buddha,pha bor ma that,n
ພະບໍຣົມມະທາດ,relics of Buddha,pha bor ma that,n
ພະບໍຣົມມະຫາຣຊາວັງ,grand palace,pha bor rom ma ha ra sa vang,n
ພະບໍຣົມຣາຊານຸຍາດ,royal permission,pha bor rom ra san u yat,n
ພະບໍຣົມຣາຊາໂອງການ,royal command or order,pha bor rom ra sa ong kan,n
ພະບຸດ,royal son,pha but,n
ພະເຈົ້າມະຫາຊີວິດ,king,pha chao ma ha si vit,n
ພະເຈົ້າມະຫາຊີວິດ,royal,pha chao ma ha si vit,n
ພະປະຣິຍັດຕິທັມ,god,pha pa ri yat ti vit,n
ພະປະຣິຍັດຕິທັມ,king,pha pa ri yat ti vit,n
ພະປະຣີຊາຍານ,royal wisdom,pha pha ri sa yan,n
ພະເປັນເຈົ້າ,God or celestial being,pha phen chao,n
ພະເປັນເຈົ້າ,wind divinity,pha phen chao,n
ພະຜູ້ຊ່ວຍ,savior,pha phu suay,n
ພະຜູ້ເປັນເຈົ້າ,Providence,pha phu phen chao,n
ພະຜູ້ເປັນເຈົ້າ,the Almightly,pha phu phen chao,n
ພະພາຍ,Buddha,pha phay,n
ພະພາຍ,Mercury planet,pha phay,n
ພະພູມີເຈົ້າ,earth god,pha phu mi chao,n
ພະໂພທິສັດ,bodhisattva,pha pho thi sat,n
ພະໂພທິສັດ,one who is to become a Buddha,pha pho thi sat,n
ພະເພີງ,fire,pha pherng,n
ພະພຸດ,Buddha,pha phut,n
ພະພຸດທະເຈົ້າ,Buddhism,pha phut tha chao,n
ພະພຸດທະເຈົ້າຂ້າຂໍຮັບ,formula of assent used in speaking to a king,pha phut tha chao kha khor hap,n
ພະພຸດທະສາດສະນາ,Buddha statue,pha phut tha sat sa na,n
ພະພຸດທະຮຸບ,Buddha image,pha phut tha hup,n
ພະພຸດທະຮູບ,grandson (of king),pha phut tha sup,n
ພະພຸດປະຕິມາກອນ,image of Buddha,pha phut pha ti ma kon,n
ພະພຸດມະຫານີຣັດປະຕິມາກອນ,the Emerald Buddha,pha phut ma ha ni rat pha ti ma kon,n
ພະພານ,meet,pha phan,v
ພະພອນ,blessing,pha phon,n
ພະພອນ,boon,pha phon,n
ພະມະການ,turner,pha ma kan,n
ພະມະການ,one who works a turning lathe,pha ma kan,n
ພະມະຣະ,carpenter bee,pha ma ra,n
ພະມະຣະ,bee,pha ma ra,n
ພະມະຣີ,queen bee,pha ma ri,n
ພະມະໂຣ,bee,pha ma ro,n
ພະມະຣິນ,bee,pha ma rin,n
ພະມະຣິນ,in general,pha ma rin,n
ພະມະຣິນ,a very large bee,pha ma rin,n
ພະມະຫາ,great,pha ma ha,prefix:
ພະມະຫາ,grand,pha ma ha,prefix:
ພະມະຫາກະສັດ,His Majesty,pha ma ha ka sat,n
ພະມະຫາກະສັດ,great king,pha ma ha ka sat,n
ພະມາລາ,royal crown,pha ma la,n
ພະມາໄລ,Buddhist disciple,pha ma lay,n
ພະມ້າ,Burmese,pha ma,adj
ພະມຸກາ,eyebrow,pha mu ka,n
ພະຣະແມ່,the Virgin Mary,pha ra mae,n
ພະຣະແມ່,Our Lady,pha ra mae,n
ພະມອນ,bee,pha mon,n
ພະຣະ,nourish,pha ra,v
ພະຣະ,feed,pha ra,v
ພະຣະ,support,pha ra,v
ພະຣະ,care for,pha ra,v
ພະຣະຕະ,Bharata,pha ra ta,n
ພະຣະຕະ,the younger brother of Rama,pha ra ta,n
ພະຣະຕະສາດ,study of dancing and singing,pha ra ta sat,n
ພະຣະຕະວັດ,India,pha ra ta vat,n
ພະຣະຕະວັດ,the country of Bharata,pha ra ta vat,n
ພະຣະນີ,the seventh constellation,pha ra ni,n
ພະຣະນີພູ,the celestial demon who cause eclipse,pha ra ni phu,n
ພະຣາ້າ,king,pha ra sa,n
ພະຣາຊິນີ,queen,pha ra si ni,n
ພະຣາດາ,brother,pha ra da,n
ພະຣາດາພາບ,brotherhood,pha ra da phap,n
ພະຣາດາພາບ,fratenity,pha ra da phap,n
ພະຣາດອນພາບ,brotherhood,pha ra don phap,n
ພະຣາດອນພາບ,fraternity,pha ra don phap,n
ພະຣິຍາ,wife,pha ri ya,n
ພະຣືສີ,hermit,pha reu si,n
ພະຣືຫັດ,Thursday,pha reu hat,n
ພະຣືຫັດສະບໍດີຈັກ,period of sixty years,pha reu hat sa bor dee chak,n
ພະຣຶກສະ,tree,pha reuk sa,n
ພະຣາຊກຸມານ,king’s son,pha ra s ku man,n
ພະຣາຊກຳນົດ,royal decree,pha ra sa kam not,n
ພະຣາຊກິດສະດີກາ,royal decree,pha ra sa kit sa dee ka,n
ພະຣາຊສາມີ,prince consort,pha ra sa sa mee,n
ພະຣາຊເສົາວະນີ,queen’s order,pha ra sa sao va ni,n
ພະຣາຊສຳນັກ,royal court,pha ra sa sam nak,n
ພະຣາຊສານ,royal missive or message,pha ra sa san,n
ພະຣາຊສົມພານ,His Majesty,pha ra sa som phan,n
ພະຣາຊສົມພານ,His Grace,pha ra sa som phan,n
ພະຣາຊດຳຣັດ,royal words,pha ra sa dam rat,n
ພະຣາຊດຳຣັດຕອບ,royal reply,pha ra sa dam rat top,n
ພະຣາຊຖານ,royal palace,pha ra sa than,n
ພະຣາຊທິດາ,daughter of the king,pha ra sa thi da,n
ພະຣາຊບຸດ,son of the king,pha ra sa but,n
ພະຣາຊາບັນຊາ,royal order or command,pha rat sa ban sa,n
ພະຣາຊບັນຍັດ,royal act or decree,pha ra sa ban yat,n
ພະຣາຊວິນິດໄສ,royal decision,pha ra sa vi nit say,n
ພະຣາຊວັງ,royal palace,pha ra sa vang,n
ພະຣາຊວົງ,royal family,pha ra sa vong,n
ພະຣາຊວົງການ,the court,pha ra sa vong kan,n
ພະຣາຊອານາຈັກ,kingdom,pha  ra sa a na chak,n
ພະຣາຊໂອຣົມ,son of the king,pha ra sa o rom,n
ພະຣາຊໂອງການ,self-contained energy,pha sa ra ong kan,n
ພະຣາຊຕະນະໄຕ,the triple gem’s Buddha,pha ra sa ta na tai,n
ພະຣາຊຕະນະໄຕ,morality and the bonzes,pha ra sa ta na tai,n
ພະລະ,troops,pha la,n
ພະລະການ,self-contained energy,pha la kan,n
ພະລະສຶກສາ,physical education,pha la seuk sa,n
ພະລະຍາ,wife,pha la ya,n
ພະລັດຕະນະໄຕ,of Buddhism: Buddha,pha rat tha na tay,adv
ພະລັດຕະນະໄຕ,Buddha?s Teaching and Buddhist Clergy,pha rat tha na tay,adv
ພະລາກອນ,grouparmy force,pha la kon,n
ພະລາຊະ,royal,pha la sa,n
ພະລາຊະກຳນົດ,royal ordinance,pha la sa kam not,n
ພະລາຊະສານ,royal message,pha la sa san,n
ພະລາຊະທານ,royal grant,pha la sa than,n
ພະລາຊະວິນິດໄສ,royal decision,pha la sa vi nit say,n
ພະລາຊະວັງ,royal palace,pha la sa vang,n
ພະລາຊະວົງ,royal family,pha la sa vong,n
ພະລາຊະອານາຈັກ,kingdom,pha la sa a na chak,n
ພະລາຊະວົງການ,royal ordinance,pha la sa vong kan,n
ພະລາຊິນີ,queen,pha la si ni,n
ພະລາດອນພາບ,friendship,pha la don phap,n
ພະລາດອນພາບແຫ່ງມະນຸດ,human friendship,pha la don phap heng ma nut,adj
